object_type,condition,label,frame_number,timestamp,point_id,x,y,z,range,velocity_radial,velocity_x,velocity_y,velocity_z,velocity_magnitude,is_moving,motion_type,snr,noise,peak_value,rcs,azimuth,elevation,doppler_idx,range_idx,condition_confidence
ball,moving,ball_moving,40,19.885692755,0,-0.0822360102953096,13.507749673376786,0.0,13.508,6.11,-0.03719736622033918,6.1098867711231994,0.0,6.11,True,fast,7.984000000000002,10.0,37.984,-6.664227975819493,-0.34881591796875,0.0,47,307,1.0
ball,moving,ball_moving,40,19.885692755,1,0.0,1.98,0.0,1.98,5.170000000000002,0.0,5.170000000000002,0.0,5.170000000000002,True,fast,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,809,45,1.0
ball,moving,ball_moving,40,19.885692755,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,1.0
ball,moving,ball_moving,40,19.885692755,3,0.012334734054335427,7.567989948086335,0.0,7.568,0.9200000000000159,0.0014994655562881594,0.9199987780443378,0.0,0.9200000000000159,True,slow,19.864,10.0,49.864000000000004,-4.748715831759,0.0933837890625,0.0,1084,172,1.0
ball,moving,ball_moving,40,19.885692755,4,0.0,0.044,0.0,0.044,8.560000000000002,0.0,8.560000000000002,0.0,8.560000000000002,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,912,1,1.0
ball,moving,ball_moving,40,19.885692755,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,1.0
ball,moving,ball_moving,0,3.936019305,0,-0.03838782311072225,14.299948474558809,0.0,14.299999999999999,46.410000000000004,-0.12458593500479861,46.409832776522684,0.0,46.410000000000004,True,fast,6.400000000000002,10.0,36.400000000000006,-7.265500316190014,-0.15380859375,0.0,357,325,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,1,0.0,1.98,0.0,1.98,0.6200000000000045,0.0,0.6200000000000045,0.0,0.6200000000000045,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,774,45,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,2,0.0,43.912,0.0,43.912,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.742844171491427,0.0,0.0,48,998,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,3,0.011402457643251934,6.995990707823995,0.0,6.9959999999999996,0.9200000000000159,0.0014994655562881592,0.9199987780443378,0.0,0.9200000000000159,True,slow,21.008000000000003,10.0,51.008,-4.951455727053201,0.0933837890625,0.0,1084,159,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,4,0.0,0.044,0.0,0.044,8.820000000000007,0.0,8.820000000000007,0.0,8.820000000000007,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,914,1,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,6,0.10644154263076992,5.454961612880734,0.0,5.4559999999999995,0.6500000000000057,0.012680902256231866,0.6498762918571312,0.0,0.6500000000000057,True,slow,24.088,10.0,54.088,-6.121510517376883,1.11785888671875,0.0,1005,124,0.9916666666666667
ball,moving,ball_moving,0,3.936019305,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,0,-0.03909652138353558,14.563947523319893,0.0,14.563999999999998,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.872000000000003,10.0,35.872,-7.477901921833592,-0.15380859375,0.0,357,331,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,1,0.0,1.98,0.0,1.98,1.2700000000000102,0.0,1.2700000000000102,0.0,1.2700000000000102,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,779,45,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,3,0.023808873644380505,7.3039611949637155,0.0,7.303999999999999,0.6599999999999966,0.0021514042449741312,0.6599964935208142,0.0,0.6599999999999966,True,slow,20.392000000000003,10.0,50.392,-4.829343596765341,0.186767578125,0.0,1082,166,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,4,0.0,0.044,0.0,0.044,8.689999999999998,0.0,8.689999999999998,0.0,8.689999999999998,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,913,1,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,6,0.11878266437033284,5.630747257571155,0.0,5.632,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.736,10.0,53.736000000000004,-5.931752730987725,1.20849609375,0.0,991,128,0.9916666666666667
ball,moving,ball_moving,1,4.186019565,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,0,-0.03933275414114003,14.651947206240257,0.0,14.652,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.6960000000000015,10.0,35.696,-7.549963851617832,-0.15380859375,0.0,357,333,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,1,0.0,1.98,0.0,1.98,0.35999999999999943,0.0,0.35999999999999943,0.0,0.35999999999999943,False,static,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,772,45,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,3,0.022804884996725908,6.995962831320667,0.0,6.9959999999999996,0.6599999999999966,0.0021514042449741312,0.6599964935208142,0.0,0.6599999999999966,True,slow,21.008000000000003,10.0,51.008,-4.951455727053201,0.186767578125,0.0,1082,159,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,4,0.0,0.044,0.0,0.044,8.299999999999997,0.0,8.299999999999997,0.0,8.299999999999997,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,910,1,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,6,0.11785467480493962,5.586757044621381,0.0,5.588,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.823999999999998,10.0,53.824,-5.977616491131606,1.20849609375,0.0,991,127,0.9916666666666667
ball,moving,ball_moving,2,4.43601959,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,0,-0.03921463776233781,14.607947364780074,0.0,14.607999999999999,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.7840000000000025,10.0,35.784000000000006,-7.513855152127007,-0.15380859375,0.0,357,332,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,1,0.0,1.98,0.0,1.98,1.4000000000000057,0.0,1.4000000000000057,0.0,1.4000000000000057,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,780,45,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,3,0.023235165845720735,7.12796213002483,0.0,7.127999999999999,0.6599999999999966,0.0021514042449741312,0.6599964935208142,0.0,0.6599999999999966,True,slow,20.744,10.0,50.744,-4.895274244444231,0.186767578125,0.0,1082,162,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,4,0.0,0.044,0.0,0.044,8.299999999999997,0.0,8.299999999999997,0.0,8.299999999999997,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,910,1,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,6,0.11507070610875993,5.454786405772056,0.0,5.4559999999999995,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,24.088,10.0,54.088,-6.121510517376883,1.20849609375,0.0,991,124,0.9916666666666667
ball,moving,ball_moving,3,4.68602952,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,0,-0.03897840500473336,14.519947681859714,0.0,14.52,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.960000000000001,10.0,35.96,-7.442105095126337,-0.15380859375,0.0,357,330,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,1,0.0,1.98,0.0,1.98,0.6200000000000045,0.0,0.6200000000000045,0.0,0.6200000000000045,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,774,45,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,3,0.011545884783418626,7.083990590941278,0.0,7.084,0.9200000000000159,0.0014994655562881592,0.9199987780443378,0.0,0.9200000000000159,True,slow,20.832,10.0,50.832,-4.913347053630083,0.0933837890625,0.0,1084,161,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,4,0.0,0.044,0.0,0.044,8.689999999999998,0.0,8.689999999999998,0.0,8.689999999999998,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,913,1,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,6,0.11971065393572605,5.674737470520929,0.0,5.675999999999999,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.648000000000003,10.0,53.648,-5.886912617536694,1.20849609375,0.0,991,129,0.9916666666666667
ball,moving,ball_moving,4,4.9360199,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,0,-0.03933275414114003,14.651947206240257,0.0,14.652,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.6960000000000015,10.0,35.696,-7.549963851617832,-0.15380859375,0.0,357,333,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,1,0.0,1.98,0.0,1.98,1.7900000000000063,0.0,1.7900000000000063,0.0,1.7900000000000063,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,783,45,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,3,0.011689311923585317,7.171990474058561,0.0,7.172,0.9200000000000159,0.0014994655562881592,0.9199987780443378,0.0,0.9200000000000159,True,slow,20.656,10.0,50.656,-4.877845191443562,0.0933837890625,0.0,1084,163,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,4,0.0,0.044,0.0,0.044,8.689999999999998,0.0,8.689999999999998,0.0,8.689999999999998,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,913,1,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,6,0.11159193985483944,5.718911368342705,0.0,5.72,0.6500000000000057,0.012680902256231866,0.6498762918571312,0.0,0.6500000000000057,True,slow,23.560000000000002,10.0,53.56,-5.843080614004464,1.11785888671875,0.0,1005,130,0.9916666666666667
ball,moving,ball_moving,5,5.186019705,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,0,-0.03909652138353558,14.563947523319893,0.0,14.563999999999998,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.872000000000003,10.0,35.872,-7.477901921833592,-0.15380859375,0.0,357,331,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,1,0.0,1.98,0.0,1.98,1.4000000000000057,0.0,1.4000000000000057,0.0,1.4000000000000057,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,780,45,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,3,0.023665446694715566,7.259961428728994,0.0,7.26,0.6599999999999966,0.0021514042449741312,0.6599964935208142,0.0,0.6599999999999966,True,slow,20.48,10.0,50.480000000000004,-4.844887426500051,0.186767578125,0.0,1082,165,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,4,0.0,0.044,0.0,0.044,8.689999999999998,0.0,8.689999999999998,0.0,8.689999999999998,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,913,1,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,6,0.12063864350111929,5.718727683470704,0.0,5.72,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.560000000000002,10.0,53.56,-5.843080614004464,1.20849609375,0.0,991,130,0.9916666666666667
ball,moving,ball_moving,6,5.43601994,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,0,-0.03886028862593114,14.475947840399533,0.0,14.475999999999999,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,6.048000000000002,10.0,36.048,-7.4064656148430785,-0.15380859375,0.0,357,329,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,1,0.0,1.98,0.0,1.98,1.7900000000000063,0.0,1.7900000000000063,0.0,1.7900000000000063,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,783,45,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,3,0.011474171213335278,7.039990649382636,0.0,7.039999999999999,0.9200000000000159,0.001499465556288159,0.9199987780443378,0.0,0.9200000000000159,True,slow,20.92,10.0,50.92,-4.932071528953024,0.0933837890625,0.0,1084,160,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,4,0.0,0.044,0.0,0.044,8.430000000000007,0.0,8.430000000000007,0.0,8.430000000000007,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,911,1,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,6,0.11245033939218435,5.762902994253033,0.0,5.763999999999999,0.6500000000000057,0.012680902256231866,0.6498762918571312,0.0,0.6500000000000057,True,slow,23.472,10.0,53.472,-5.800241534677141,1.11785888671875,0.0,1005,131,0.9916666666666667
ball,moving,ball_moving,7,5.68601985,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,0,-0.03897840500473336,14.519947681859714,0.0,14.52,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.960000000000001,10.0,35.96,-7.442105095126337,-0.15380859375,0.0,357,330,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,1,0.0,1.98,0.0,1.98,0.75,0.0,0.75,0.0,0.75,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,775,45,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,3,0.023235165845720735,7.12796213002483,0.0,7.127999999999999,0.6599999999999966,0.0021514042449741312,0.6599964935208142,0.0,0.6599999999999966,True,slow,20.744,10.0,50.744,-4.895274244444231,0.186767578125,0.0,1082,162,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,4,0.0,0.044,0.0,0.044,8.430000000000007,0.0,8.430000000000007,0.0,8.430000000000007,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,911,1,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,6,0.11971065393572605,5.674737470520929,0.0,5.675999999999999,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.648000000000003,10.0,53.648,-5.886912617536694,1.20849609375,0.0,991,129,0.9916666666666667
ball,moving,ball_moving,8,5.936028465,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,0,-0.03897840500473336,14.519947681859714,0.0,14.52,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.960000000000001,10.0,35.96,-7.442105095126337,-0.15380859375,0.0,357,330,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,1,0.0,1.98,0.0,1.98,1.2700000000000102,0.0,1.2700000000000102,0.0,1.2700000000000102,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,779,45,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,3,0.011187316933001899,6.863990883148071,0.0,6.864,0.9200000000000159,0.0014994655562881592,0.9199987780443379,0.0,0.9200000000000159,True,slow,21.272,10.0,51.272,-5.013649502188258,0.0933837890625,0.0,1084,156,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,4,0.0,0.044,0.0,0.044,8.430000000000007,0.0,8.430000000000007,0.0,8.430000000000007,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,911,1,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,6,0.11971065393572605,5.674737470520929,0.0,5.675999999999999,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.648000000000003,10.0,53.648,-5.886912617536694,1.20849609375,0.0,991,129,0.9916666666666667
ball,moving,ball_moving,9,6.186019755,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,0,-0.03909652138353558,14.563947523319893,0.0,14.563999999999998,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.872000000000003,10.0,35.872,-7.477901921833592,-0.15380859375,0.0,357,331,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,1,0.0,1.98,0.0,1.98,1.4000000000000057,0.0,1.4000000000000057,0.0,1.4000000000000057,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,780,45,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,3,0.011259030503085243,6.907990824706712,0.0,6.9079999999999995,0.9200000000000159,0.0014994655562881592,0.9199987780443378,0.0,0.9200000000000159,True,slow,21.184,10.0,51.184,-4.992236273599033,0.0933837890625,0.0,1084,157,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,4,0.0,0.044,0.0,0.044,8.430000000000007,0.0,8.430000000000007,0.0,8.430000000000007,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,911,1,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,6,0.12156663306651251,5.762717896420479,0.0,5.763999999999999,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.472,10.0,53.472,-5.800241534677141,1.20849609375,0.0,991,131,0.9916666666666667
ball,moving,ball_moving,10,6.43601886,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,0,-0.03909652138353558,14.563947523319893,0.0,14.563999999999998,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,5.872000000000003,10.0,35.872,-7.477901921833592,-0.15380859375,0.0,357,331,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,1,0.0,1.98,0.0,1.98,1.7900000000000063,0.0,1.7900000000000063,0.0,1.7900000000000063,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,783,45,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.846735150963283,0.0,0.0,48,1004,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,3,0.023378592795385678,7.171961896259552,0.0,7.172,0.6599999999999966,0.0021514042449741312,0.6599964935208144,0.0,0.6599999999999966,True,slow,20.656,10.0,50.656,-4.877845191443562,0.186767578125,0.0,1082,163,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,4,0.0,0.044,0.0,0.044,8.689999999999998,0.0,8.689999999999998,0.0,8.689999999999998,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,913,1,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,6,0.12342261219729896,5.850698322320028,0.0,5.851999999999999,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.296,10.0,53.296,-5.717483098487108,1.20849609375,0.0,991,133,0.9916666666666667
ball,moving,ball_moving,11,6.68601969,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,0,-0.03886028862593114,14.475947840399533,0.0,14.475999999999999,46.410000000000004,-0.12458593500479859,46.409832776522684,0.0,46.410000000000004,True,fast,6.048000000000002,10.0,36.048,-7.4064656148430785,-0.15380859375,0.0,357,329,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,1,0.0,1.98,0.0,1.98,1.5300000000000011,0.0,1.5300000000000011,0.0,1.5300000000000011,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,781,45,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,2,0.0,43.912,0.0,43.912,6.24,0.0,6.24,0.0,6.24,True,fast,5.0,10.0,35.0,10.742844171491427,0.0,0.0,48,998,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,3,0.011545884783418626,7.083990590941278,0.0,7.084,0.9200000000000159,0.0014994655562881592,0.9199987780443378,0.0,0.9200000000000159,True,slow,20.832,10.0,50.832,-4.913347053630083,0.0933837890625,0.0,1084,161,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,4,0.0,0.044,0.0,0.044,8.299999999999997,0.0,8.299999999999997,0.0,8.299999999999997,True,fast,34.912,10.0,64.912,-58.753500316190014,0.0,0.0,910,1,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,5,0.0,0.264,0.0,0.264,6.24,0.0,6.24,0.0,6.24,True,fast,34.472,10.0,64.47200000000001,-43.08394465403776,0.0,0.0,48,6,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,6,0.12156663306651251,5.762717896420479,0.0,5.763999999999999,8.830000000000013,0.18623063323686798,8.828035916966153,0.0,8.830000000000013,True,fast,23.472,10.0,53.472,-5.800241534677141,1.20849609375,0.0,991,131,0.9916666666666667
ball,moving,ball_moving,12,6.936025145,7,0.0,0.088,0.0,0.088,16.64,0.0,16.64,0.0,16.64,True,fast,34.824,10.0,64.824,-54.20968602945281,0.0,0.0,128,2,0.9916666666666667
ball,moving,ball_moving,13,7.186035635,0,-0.0386240558683267,14.38794815747917,0.0,14.388,46.410000000000004,-0.12458593500479861,46.409832776522684,0.0,46.410000000000004,True,fast,6.224,10.0,36.224000000000004,-7.3356625077599205,-0.15380859375,0.0,357,327,0.9916666666666667
ball,moving,ball_moving,13,7.186035635,1,0.0,1.98,0.0,1.98,0.75,0.0,0.75,0.0,0.75,True,slow,31.04,10.0,61.04,-16.237466601489537,0.0,0.0,775,45,0.9916666666666667
