# CSV-File created with merge-csv.com
# -----------------------------------------------------------

frame,trackID,range,x,y,z,vx,vy,vz,speed,ax,ay,az,peakVal,peak_mean,peak_std,speed_mean,speed_std,energy_xyz,track_duration,dopplerIdx,label
2061,7,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,254.5,10.5,0.0,0.0,0.0,2,11,ball2
2062,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,330.5,2.8372521918222215,0.0,0.0,0.0,20,0,ball2
2062,7,1.6777969011195157,-0.3125,1.6484375,0.0,-0.015625,0.08984375,0.0,0.09119232445256838,-0.015625,0.08984375,0.0,210,239.66666666666666,22.661764175711376,0.03039744148418946,0.04298847400838328,0.0018480088975694445,3,7,ball2
2063,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,330.4761904761905,2.770921243043077,0.0,0.0,0.0,21,0,ball2
2063,7,1.6777969011195157,-0.3125,1.6484375,0.0,-0.015625,0.08984375,0.0,0.09119232445256838,-0.015625,0.08984375,0.0,210,239.66666666666666,22.661764175711376,0.03039744148418946,0.04298847400838328,0.0018480088975694445,3,7,ball2
2064,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,330.45454545454544,2.7090298955911525,0.0,0.0,0.0,22,0,ball2
2064,7,1.6777969011195157,-0.3125,1.6484375,0.0,-0.015625,0.08984375,0.0,0.09119232445256838,-0.015625,0.08984375,0.0,210,239.66666666666666,22.661764175711376,0.03039744148418946,0.04298847400838328,0.0018480088975694445,3,7,ball2
2065,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,330.2608695652174,2.8008910275489405,0.0,0.0,0.0,23,0,ball2
2065,7,1.677378500164021,-0.2109375,1.6640625,0.0,0.033854166666666664,0.005208333333333333,0.0,0.034252464682202874,0.049479166666666664,-0.08463541666666667,0.0,200,229.75,26.080404521402652,0.03136119728369281,0.03726651511612419,0.0040130615234375,4,-4,ball2
2066,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,330.1666666666667,2.778888666755511,0.0,0.0,0.0,24,0,ball2
2066,7,1.677378500164021,-0.2109375,1.6640625,0.0,0.0,0.0,0.0,0.0,-0.033854166666666664,-0.005208333333333333,0.0,218,227.4,23.795797948377356,0.02508895782695425,0.035614582270903056,0.004471435546875,5,-4,ball2
2067,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,330.36,2.88277643947636,0.0,0.0,0.0,25,0,ball2
2067,7,1.677378500164021,-0.2109375,1.6640625,0.0,0.0,0.0,0.0,0.0,-0.033854166666666664,-0.005208333333333333,0.0,218,227.4,23.795797948377356,0.02508895782695425,0.035614582270903056,0.004471435546875,5,-4,ball2
2068,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,330.38461538461536,2.8294729473460802,0.0,0.0,0.0,26,0,ball2
2068,7,1.677378500164021,-0.2109375,1.6640625,0.0,0.0,0.0,0.0,0.0,-0.033854166666666664,-0.005208333333333333,0.0,218,227.4,23.795797948377356,0.02508895782695425,0.035614582270903056,0.004471435546875,5,-4,ball2
2069,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,330.48148148148147,2.820170343822441,0.0,0.0,0.0,27,0,ball2
2069,7,1.677378500164021,-0.2109375,1.6640625,0.0,0.0,0.0,0.0,0.0,-0.033854166666666664,-0.005208333333333333,0.0,218,227.4,23.795797948377356,0.02508895782695425,0.035614582270903056,0.004471435546875,5,-4,ball2
2070,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,330.5357142857143,2.7836530835928386,0.0,0.0,0.0,28,0,ball2
2070,7,1.6777969011195157,-0.3125,1.6484375,0.0,-0.025390625,-0.00390625,0.0,0.02568934851165216,-0.025390625,-0.00390625,0.0,208,224.16666666666666,22.894079778162933,0.025189022941070567,0.032512286760716845,0.004153781467013888,6,4,ball2
2071,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,330.48275862068965,2.7495540661033897,0.0,0.0,0.0,29,0,ball2
2071,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2072,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,330.6333333333333,2.822331581433258,0.0,0.0,0.0,30,0,ball2
2072,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2073,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,330.6774193548387,2.786917556961958,0.0,0.0,0.0,31,0,ball2
2073,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2074,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,330.71875,2.752662063802965,0.0,0.0,0.0,32,0,ball2
2074,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2075,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,330.8484848484849,2.8082261425946897,0.0,0.0,0.0,33,0,ball2
2075,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2076,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,330.79411764705884,2.7841928998914978,0.0,0.0,0.0,34,0,ball2
2076,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2077,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,330.8,2.744344834642427,0.0,0.0,0.0,35,0,ball2
2077,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2078,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,330.8333333333333,2.7131367660166177,0.0,0.0,0.0,36,0,ball2
2078,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2079,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,330.94594594594594,2.7601992284728185,0.0,0.0,0.0,37,0,ball2
2079,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2080,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,330.86842105263156,2.7641602192079104,0.0,0.0,0.0,38,0,ball2
2080,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2081,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,330.8205128205128,2.7444283405660825,0.0,0.0,0.0,39,0,ball2
2081,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2082,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,330.725,2.774774765634141,0.0,0.0,0.0,40,0,ball2
2082,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2083,2,1.411583851468471,-0.21875,1.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,330.8292682926829,2.818946689849625,0.0,0.0,0.0,41,0,ball2
2083,7,1.6777969011195157,-0.3125,1.6484375,0.0,0.0,0.0,0.0,0.0,0.025390625,0.00390625,0.0,204,221.28571428571428,22.339678253945287,0.021590591092346203,0.031364535561232865,0.003822170958227041,7,4,ball2
2205,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,535,0.0,0.0,0.0,0.0,1,0,ball3
2206,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,537.5,2.5,0.0,0.0,0.0,2,0,ball3
2207,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536,537,2.160246899469287,0.0,0.0,0.0,3,0,ball3
2208,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,535.75,2.8613807855648994,0.0,0.0,0.0,4,0,ball3
2209,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,536,2.6076809620810595,0.0,0.0,0.0,5,0,ball3
2210,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,535.3333333333334,2.8087165910587863,0.0,0.0,0.0,6,0,ball3
2211,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534,535.1428571428571,2.641891715558133,0.0,0.0,0.0,7,0,ball3
2212,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,534.5,3.0,0.0,0.0,0.0,8,0,ball3
2213,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,534.1111111111111,3.034777840832814,0.0,0.0,0.0,9,0,ball3
2214,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,533.5,3.4132096331752027,0.0,0.0,0.0,10,0,ball3
2215,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,533.1818181818181,3.4063625445809445,0.0,0.0,0.0,11,0,ball3
2216,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,532.6666666666666,3.681787005729087,0.0,0.0,0.0,12,0,ball3
2217,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,531.4615384615385,5.471821305778073,0.0,0.0,0.0,13,0,ball3
2218,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,530.9285714285714,5.612031535832962,0.0,0.0,0.0,14,0,ball3
2219,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526,530.6,5.559376463837169,0.0,0.0,0.0,15,0,ball3
2220,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,530.0625,5.7713597834479184,0.0,0.0,0.0,16,0,ball3
2221,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,529.7058823529412,5.777896074262906,0.0,0.0,0.0,17,0,ball3
2222,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,529.0555555555555,6.222470233152516,0.0,0.0,0.0,18,0,ball3
2223,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,528.7894736842105,6.160818019578254,0.0,0.0,0.0,19,0,ball3
2224,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,528.2,6.5314623171231725,0.0,0.0,0.0,20,0,ball3
2225,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,527.6666666666666,6.805693228280299,0.0,0.0,0.0,21,0,ball3
2226,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,527.2272727272727,6.947411670947665,0.0,0.0,0.0,22,0,ball3
2227,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523,527.0434782608696,6.849171710440076,0.0,0.0,0.0,23,0,ball3
2228,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515,526.5416666666666,7.123781572233169,0.0,0.0,0.0,24,0,ball3
2229,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520,526.28,7.096590730766429,0.0,0.0,0.0,25,0,ball3
2230,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516,525.8846153846154,7.234144056948714,0.0,0.0,0.0,26,0,ball3
2231,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,525.3703703703703,7.5677099043342775,0.0,0.0,0.0,27,0,ball3
2232,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514,524.9642857142857,7.725108149299099,0.0,0.0,0.0,28,0,ball3
2233,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515,524.6206896551724,7.8054525288126735,0.0,0.0,0.0,29,0,ball3
2234,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,524.3666666666667,7.79522645954276,0.0,0.0,0.0,30,0,ball3
2235,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519,524.1935483870968,7.7268670562992865,0.0,0.0,0.0,31,0,ball3
2236,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,523.8125,7.895558482463416,0.0,0.0,0.0,32,0,ball3
2237,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,523.6060606060606,7.8622203431091675,0.0,0.0,0.0,33,0,ball3
2238,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514,523.3235294117648,7.913951152071274,0.0,0.0,0.0,34,0,ball3
2239,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,523.0285714285715,7.987439118608003,0.0,0.0,0.0,35,0,ball3
2240,2,1.3245874302406626,-0.25,1.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510,522.6666666666666,8.161563031130196,0.0,0.0,0.0,36,0,ball3
