# CSV-File created with merge-csv.com
# -----------------------------------------------------------

frame,trackID,range,x,y,z,vx,vy,vz,speed,ax,ay,az,peakVal,peak_mean,peak_std,speed_mean,speed_std,energy_xyz,track_duration,dopplerIdx,label
3402,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3402,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3402,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3402,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3403,3,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,284.375,23.444637801993586,0.026219405804160944,0.037012648529979784,0.0009031825595431856,24,0,metal lock1
3403,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3403,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3403,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3403,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3403,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3404,3,1.5900884716443453,-0.25,1.5703125,0.0,0.046875,0.01171875,0.0,0.048317644050206957,0.046875,0.01171875,0.0,287,284.48,22.976718651713522,0.027103335334002783,0.036522467866850074,0.0009243164062500001,25,0,metal lock1
3404,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3404,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3404,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3404,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3404,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3405,3,1.5900884716443453,-0.25,1.5703125,0.0,0.0,0.0,0.0,0.0,-0.046875,-0.01171875,0.0,283,284.4230769230769,22.53232392146392,0.02606089935961806,0.036190523500144255,0.0009395892803485577,26,0,metal lock1
3405,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3405,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3405,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3405,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3405,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3406,3,1.5900884716443453,-0.25,1.5703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,284.4074074074074,22.111266207037165,0.025095680864817393,0.03585341545017451,0.0009501055598422496,27,0,metal lock1
3406,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3406,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3406,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3406,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3406,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3407,3,1.5866156570398713,-0.296875,1.55859375,0.0,-0.046875,-0.01171875,0.0,0.048317644050206957,-0.046875,-0.01171875,0.0,279,284.2142857142857,21.73600887082661,0.02592503669286702,0.035470118252971035,0.0009235265303631218,28,0,metal lock1
3407,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3407,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3407,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3407,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3407,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3408,3,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.046875,0.01171875,0.0,280,284.0689655172414,21.371800683308994,0.025031069910354364,0.035172751745183334,0.0008982908995057966,29,0,metal lock1
3408,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3408,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3408,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3408,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3408,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3409,3,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,284.3333333333333,21.060758665241753,0.024196700913342552,0.034872252965494135,0.0008743116590711805,30,0,metal lock1
3409,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3409,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3409,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3409,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3409,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3410,3,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,284.741935483871,20.83880954734882,0.02341616217420247,0.03457055183494442,0.0008515071174232569,31,0,metal lock1
3410,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3410,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3410,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3410,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3410,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3411,3,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,285.03125,20.573776353346023,0.02268440710625864,0.03426915360193466,0.0008298009634017944,32,0,metal lock1
3411,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3411,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3411,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3411,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3411,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3412,3,1.5900884716443453,-0.25,1.5703125,0.0,0.046875,0.01171875,0.0,0.048317644050206957,0.046875,0.01171875,0.0,281,284.90909090909093,20.271436295353716,0.023461171862135862,0.034030800788520624,0.0008437591917039715,33,0,metal lock1
3412,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3412,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3412,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3412,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3412,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3413,3,1.5900884716443453,-0.25,1.5703125,0.0,0.0,0.0,0.0,0.0,-0.046875,-0.01171875,0.0,291,285.0882352941176,19.997599336889273,0.022771137395602457,0.03376013392262334,0.0008546637828787306,34,0,metal lock1
3413,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3413,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3413,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3413,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3413,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3414,3,1.5900884716443453,-0.25,1.5703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,285,19.71656301546639,0.022120533470013814,0.033489911295794934,0.0008629623724489795,35,0,metal lock1
3414,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3414,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3414,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3414,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3414,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3415,3,1.5866156570398713,-0.296875,1.55859375,0.0,-0.046875,-0.01171875,0.0,0.048317644050206957,-0.046875,-0.01171875,0.0,292,285.19444444444446,19.474797737424137,0.02284823098613029,0.0333009511798836,0.000845332204559703,36,0,metal lock1
3415,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3415,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3415,13,1.1475669000276465,0.359375,1.08984375,0.0,0.004166666666666667,0.0049479166666666664,0.0,0.006468615806444906,0.004166666666666667,0.0049479166666666664,0.0,17,15.5,1.5,0.003234307903222453,0.003234307903222453,0.0,2,-18,metal lock1
3415,14,1.1484375,0.0,1.1484375,0.0,0.06640625,0.08984375,0.0,0.11172148160996165,0.1328125,0.1796875,0.0,16,15,1.224744871391589,0.08379111120747124,0.04837682061133139,0.00312042236328125,4,3,metal lock1
3415,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3416,3,1.5866156570398713,-0.296875,1.55859375,0.0,0.0,0.0,0.0,0.0,0.046875,0.01171875,0.0,296,285.4864864864865,19.289573743937172,0.02223071122974839,0.03305615737982167,0.0008283215251780496,37,0,metal lock1
3416,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3416,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3416,13,1.2345047894582315,0.30859375,1.1953125,0.0,-0.0026726973684210527,0.005550986842105263,0.0,0.006160906276221915,-0.00683936403508772,0.0006030701754385966,0.0,12,14.333333333333334,2.0548046676563256,0.004209840694222274,0.0029794563588899817,0.006171332465277778,3,-3,metal lock1
3416,14,1.2368448391977063,-0.078125,1.234375,0.0,-0.00244140625,0.002685546875,0.0,0.003629411315263307,-0.06884765625,-0.087158203125,0.0,15,15,1.0954451150103321,0.06775877122902965,0.0538553350997475,0.00555908203125,5,-3,metal lock1
3416,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3417,3,1.5900884716443453,-0.25,1.5703125,0.0,0.046875,0.01171875,0.0,0.048317644050206957,0.046875,0.01171875,0.0,284,285.44736842105266,19.035558648875853,0.02291720946186572,0.03288451580805145,0.0008364120018449186,38,0,metal lock1
3417,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3417,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3417,13,1.2345047894582315,0.30859375,1.1953125,0.0,-0.0026726973684210527,0.005550986842105263,0.0,0.006160906276221915,-0.00683936403508772,0.0006030701754385966,0.0,12,14.333333333333334,2.0548046676563256,0.004209840694222274,0.0029794563588899817,0.006171332465277778,3,-3,metal lock1
3417,14,1.2368448391977063,-0.078125,1.234375,0.0,-0.00244140625,0.002685546875,0.0,0.003629411315263307,-0.06884765625,-0.087158203125,0.0,15,15,1.0954451150103321,0.06775877122902965,0.0538553350997475,0.00555908203125,5,-3,metal lock1
3417,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3418,3,1.5866156570398713,-0.296875,1.55859375,0.0,-0.046875,-0.01171875,0.0,0.048317644050206957,-0.09375,-0.0234375,0.0,288,285.5128205128205,18.794259618532728,0.023568502656438572,0.032707527316972455,0.0008208646655161079,39,0,metal lock1
3418,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3418,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3418,13,1.2345047894582315,0.30859375,1.1953125,0.0,-0.0026726973684210527,0.005550986842105263,0.0,0.006160906276221915,-0.00683936403508772,0.0006030701754385966,0.0,12,14.333333333333334,2.0548046676563256,0.004209840694222274,0.0029794563588899817,0.006171332465277778,3,-3,metal lock1
3418,14,1.2368448391977063,-0.078125,1.234375,0.0,-0.00244140625,0.002685546875,0.0,0.003629411315263307,-0.06884765625,-0.087158203125,0.0,15,15,1.0954451150103321,0.06775877122902965,0.0538553350997475,0.00555908203125,5,-3,metal lock1
3418,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3419,3,1.5900884716443453,-0.25,1.5703125,0.0,0.046875,0.01171875,0.0,0.048317644050206957,0.09375,0.0234375,0.0,278,285.325,18.594874965968444,0.024187231191282785,0.032526419409521924,0.0008279228210449219,40,0,metal lock1
3419,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3419,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
3419,13,1.2345047894582315,0.30859375,1.1953125,0.0,-0.0026726973684210527,0.005550986842105263,0.0,0.006160906276221915,-0.00683936403508772,0.0006030701754385966,0.0,12,14.333333333333334,2.0548046676563256,0.004209840694222274,0.0029794563588899817,0.006171332465277778,3,-3,metal lock1
3419,14,1.2368448391977063,-0.078125,1.234375,0.0,-0.00244140625,0.002685546875,0.0,0.003629411315263307,-0.06884765625,-0.087158203125,0.0,15,15,1.0954451150103321,0.06775877122902965,0.0538553350997475,0.00555908203125,5,-3,metal lock1
3419,18,1.1482846943410039,-0.32421875,1.1015625,0.0,0.0006009615384615385,0.007512019230769231,0.0,0.007536019353356041,-0.09705528846153846,0.06610576923076923,0.0,26,25.166666666666668,4.336537277085895,0.056288160808264306,0.044733902714541765,0.003151787651909722,6,-18,metal lock1
3420,3,1.5866156570398713,-0.296875,1.55859375,0.0,-0.046875,-0.01171875,0.0,0.048317644050206957,-0.09375,-0.0234375,0.0,289,285.4146341463415,18.37545500980508,0.024775777846378494,0.032342222397933454,0.0008136628994553093,41,0,metal lock1
3420,5,0.9690807147191739,-0.15234375,0.95703125,0.0,0.11328125,-0.06640625,0.0,0.1313104399529032,0.015625,-0.09375,0.0,41,28.6,7.657675887630659,0.075901227387148,0.06366676374784928,0.01411376953125,5,20,metal lock1
3420,7,1.0597678567291282,-0.4296875,0.96875,0.0,0.002197265625,0.0009765625,0.0,0.002404506299266627,0.041259765625,-0.0810546875,0.0,36,47.42857142857143,24.795490044171586,0.06075741481720698,0.05244760534277393,0.005773427535076531,7,15,metal lock1
