frame_number,timestamp,point_id,x,y,z,range,velocity,doppler_idx,snr,noise,azimuth,elevation,range_idx,peak_value,rcs
32,17.885692635,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
32,17.885692635,3,0.012263020484252079,7.523990006527693,0.0,7.523999999999999,0.9200000000000159,1084,19.952,10.0,0.0933837890625,0.0,171,49.952,-4.760684494789203
32,17.885692635,4,0.0,0.044,0.0,0.044,9.079999999999998,916,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
32,17.885692635,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
33,18.135692665,0,-0.0835753589971876,13.727745596395954,0.0,13.728,6.11,47,7.5440000000000005,10.0,-0.34881591796875,0.0,312,37.544,-6.8256251651852295
33,18.135692665,1,0.0,1.98,0.0,1.98,5.040000000000006,808,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
33,18.135692665,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
33,18.135692665,3,0.012263020484252079,7.523990006527693,0.0,7.523999999999999,0.9200000000000159,1084,19.952,10.0,0.0933837890625,0.0,171,49.952,-4.760684494789203
33,18.135692665,4,0.0,0.044,0.0,0.044,8.560000000000002,912,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
33,18.135692665,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
34,18.38569281,0,-0.0827717497760608,13.595748042584454,0.0,13.596,6.11,47,7.808,10.0,-0.34881591796875,0.0,309,37.808,-6.7282501066768745
34,18.38569281,1,0.0,1.98,0.0,1.98,4.780000000000001,806,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
34,18.38569281,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
34,18.38569281,3,0.012263020484252079,7.523990006527693,0.0,7.523999999999999,0.9200000000000159,1084,19.952,10.0,0.0933837890625,0.0,171,49.952,-4.760684494789203
34,18.38569281,4,0.0,0.044,0.0,0.044,8.950000000000003,915,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
34,18.38569281,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
35,18.635692665,0,-0.08250388003568519,13.55174885798062,0.0,13.552,6.11,47,7.896000000000001,10.0,-0.34881591796875,0.0,308,37.896,-6.6961488157359454
35,18.635692665,1,0.0,1.98,0.0,1.98,5.170000000000002,809,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
35,18.635692665,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
35,18.635692665,3,0.011689311923585317,7.171990474058561,0.0,7.172,0.9200000000000159,1084,20.656,10.0,0.0933837890625,0.0,163,50.656,-4.877845191443562
35,18.635692665,4,0.0,0.044,0.0,0.044,8.689999999999998,913,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
35,18.635692665,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
36,18.885704045,0,-0.08303961951643639,13.639747227188286,0.0,13.639999999999999,6.11,47,7.720000000000002,10.0,-0.34881591796875,0.0,310,37.72,-6.760530691058733
36,18.885704045,1,0.0,1.98,0.0,1.98,4.650000000000006,805,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
36,18.885704045,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
36,18.885704045,3,0.0127650154748355,7.8319895974381835,0.0,7.832,0.9200000000000159,1084,19.336,10.0,0.0933837890625,0.0,178,49.336,-4.688691778669401
36,18.885704045,4,0.0,0.044,0.0,0.044,8.820000000000007,914,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
36,18.885704045,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
37,19.135692655,0,-0.0827717497760608,13.595748042584454,0.0,13.596,6.11,47,7.808,10.0,-0.34881591796875,0.0,309,37.808,-6.7282501066768745
37,19.135692655,1,0.0,1.98,0.0,1.98,5.299999999999997,810,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
37,19.135692655,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
37,19.135692655,3,0.012263020484252079,7.523990006527693,0.0,7.523999999999999,0.9200000000000159,1084,19.952,10.0,0.0933837890625,0.0,171,49.952,-4.760684494789203
37,19.135692655,4,0.0,0.044,0.0,0.044,8.689999999999998,913,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
37,19.135692655,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
38,19.385692555,0,-0.08250388003568519,13.55174885798062,0.0,13.552,6.11,47,7.896000000000001,10.0,-0.34881591796875,0.0,308,37.896,-6.6961488157359454
38,19.385692555,1,0.0,1.98,0.0,1.98,4.909999999999997,807,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
38,19.385692555,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
38,19.385692555,3,0.012263020484252079,7.523990006527693,0.0,7.523999999999999,0.9200000000000159,1084,19.952,10.0,0.0933837890625,0.0,171,49.952,-4.760684494789203
38,19.385692555,4,0.0,0.044,0.0,0.044,8.689999999999998,913,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
38,19.385692555,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
39,19.63569285,0,-0.0827717497760608,13.595748042584454,0.0,13.596,6.11,47,7.808,10.0,-0.34881591796875,0.0,309,37.808,-6.7282501066768745
39,19.63569285,1,0.0,1.98,0.0,1.98,5.040000000000006,808,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
39,19.63569285,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
39,19.63569285,3,0.012406447624418771,7.611989889644976,0.0,7.611999999999999,0.9200000000000159,1084,19.776000000000003,10.0,0.0933837890625,0.0,173,49.776,-4.737319164209026
39,19.63569285,4,0.0,0.044,0.0,0.044,8.560000000000002,912,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
39,19.63569285,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
40,19.885692755,0,-0.0822360102953096,13.507749673376786,0.0,13.508,6.11,47,7.984000000000002,10.0,-0.34881591796875,0.0,307,37.984,-6.664227975819493
40,19.885692755,1,0.0,1.98,0.0,1.98,5.170000000000002,809,31.04,10.0,0.0,0.0,45,61.04,-16.237466601489537
40,19.885692755,2,0.0,44.175999999999995,0.0,44.175999999999995,6.24,48,5.0,10.0,0.0,0.0,1004,35.0,10.846735150963283
40,19.885692755,3,0.012334734054335427,7.567989948086335,0.0,7.568,0.9200000000000159,1084,19.864,10.0,0.0933837890625,0.0,172,49.864000000000004,-4.748715831759
40,19.885692755,4,0.0,0.044,0.0,0.044,8.560000000000002,912,34.912,10.0,0.0,0.0,1,64.912,-58.753500316190014
40,19.885692755,5,0.0,0.264,0.0,0.264,6.24,48,34.472,10.0,0.0,0.0,6,64.47200000000001,-43.08394465403776
